Ticket;Open;Type;Volume;Symbol;Price;SL;TP;Close;Price;Swap;Commissions;Profit;Pips;"Trade duration in seconds"
325105240;"2024-12-16 12:00:19";buy;0.63;GBPUSD;1.26529;0;1.26605;"2024-12-16 15:21:43";1.26598;0;-1.89;43.47;6.9;12084
325105249;"2024-12-16 12:00:21";buy;0.63;GBPUSD;1.26526;0;1.26598;"2024-12-16 15:21:39";1.26593;0;-1.89;42.21;6.7;12078
325108763;"2024-12-16 13:00:17";buy;0.69;GBPUSD;1.26446;0;1.26598;"2024-12-16 15:21:38";1.26592;0;-2.07;100.74;14.6;8481
324988943;"2024-12-13 09:00:26";buy;1.11;GBPUSD;1.26435;0;1.26703;"2024-12-16 11:36:48";1.26699;-2.55;-3.33;293.04;26.4;268582
324992136;"2024-12-13 10:00:09";buy;1.23;GBPUSD;1.26277;0;1.26703;"2024-12-16 11:36:47";1.26699;-2.83;-3.69;519.06;42.2;264998
324984170;"2024-12-13 06:00:09";buy;1.02;GBPUSD;1.26618;0;1.26703;"2024-12-16 11:36:47";1.26699;-2.35;-3.06;82.62;8.1;279398
324982788;"2024-12-13 05:00:14";buy;1.02;GBPUSD;1.2664;0;1.26703;"2024-12-16 11:36:46";1.267;-2.35;-3.06;61.2;6;282992
325043943;"2024-12-13 18:00:16";buy;1.35;GBPUSD;1.26145;0;1.26703;"2024-12-16 11:36:46";1.267;-3.11;-4.05;749.25;55.5;236190
324988922;"2024-12-13 09:00:22";buy;1.11;GBPUSD;1.2646;0;1.26703;"2024-12-16 11:36:45";1.267;-2.55;-3.33;266.4;24;268583
325043963;"2024-12-13 18:00:22";buy;1.35;GBPUSD;1.26145;0;1.26703;"2024-12-16 11:36:45";1.267;-3.11;-4.05;749.25;55.5;236183
324992172;"2024-12-13 10:00:19";buy;1.23;GBPUSD;1.26277;0;1.26703;"2024-12-16 11:36:44";1.267;-2.83;-3.69;520.29;42.3;264985
325097360;"2024-12-16 10:00:17";buy;0.62;EURUSD;1.05061;0;1.05212;"2024-12-16 10:30:04";1.05219;0;-1.86;97.96;15.8;1787
325085290;"2024-12-16 03:00:09";buy;0.56;EURUSD;1.0515;0;1.05212;"2024-12-16 10:30:04";1.05219;0;-1.68;38.64;6.9;26995
325023754;"2024-12-13 16:00:15";buy;0.62;EURUSD;1.05076;0;1.05151;"2024-12-16 02:37:05";1.05152;-4.46;-1.86;47.12;7.6;211010
325033764;"2024-12-13 17:00:15";buy;0.68;EURUSD;1.04891;0;1.05151;"2024-12-16 02:37:05";1.05152;-4.89;-2.04;177.48;26.1;207410
325016389;"2024-12-13 15:00:15";buy;0.56;EURUSD;1.05155;0;1.05151;"2024-12-16 02:37:05";1.05152;-4.03;-1.68;-1.68;-0.3;214610
325043931;"2024-12-13 18:00:14";buy;0.63;GBPUSD;1.26144;0;1.26263;"2024-12-13 18:12:37";1.26261;0;-1.89;73.71;11.7;743
325033767;"2024-12-13 17:00:17";sell;0.63;GBPUSD;1.26332;0;1.26222;"2024-12-13 17:27:41";1.2622;0;-1.89;70.56;11.2;1644
325016385;"2024-12-13 15:00:15";sell;0.69;GBPUSD;1.2662;0;1.26413;"2024-12-13 16:51:30";1.26416;0;-2.07;140.76;20.4;6675
325004105;"2024-12-13 13:00:15";sell;0.63;GBPUSD;1.26434;0;1.26413;"2024-12-13 16:51:29";1.2642;0;-1.89;8.82;1.4;13874
325000620;"2024-12-13 12:00:11";buy;0.56;EURUSD;1.04847;0;1.04965;"2024-12-13 14:30:20";1.04963;0;-1.68;64.96;11.6;9009
324982791;"2024-12-13 05:00:16";buy;0.90;EURUSD;1.0461;0;1.04876;"2024-12-13 11:57:36";1.04876;0;-2.7;239.4;26.6;25040
324992168;"2024-12-13 10:00:18";buy;0.99;EURUSD;1.04587;0;1.04876;"2024-12-13 11:57:36";1.04873;0;-2.97;283.14;28.6;7038
324988915;"2024-12-13 09:00:20";sell;0.63;GBPUSD;1.26447;0;1.26299;"2024-12-13 09:26:02";1.26297;0;-1.89;94.5;15;1542
